"n.sites","n.pre.Bsal.pre.treat","n.pre.Bsal.post.treat","n.post.Bsal.pre.treat","n.post.Bsal.post.treat","n.Bsal.sites","psi_bh","c_H","c_H_pro","c_H_pro_react","c_S_pro","c_S_pro_react","phi_Hb","phi_Hb_pro","phi_Hb_pro_react","delta_s_pro","delta_s_pro_react","delta_L_pro","delta_L_pro_react","e_S_pro","e_S_pro_react","e_L_pro","e_L_pro_react","g_S_pro","g_S_pro_react","d_L_pro","d_L_pro_react"
983,7,8,7,7,3,0.683652642855397,0.493800412499765,0.497371838357162,0.839722257120707,0.732173964207643,0.920156336539745,0.888915027601807,0.950413275275098,0.964182428718502,0.427495572125586,0.038303500542976,0.291458206721416,0.00216736302519988,0.882683501955913,0.992624033059654,0.935078982217843,0.984745510234419,0.703069807078806,0.275975504944834,0.603849179727025,0.780421290296227
556,9,3,7,6,1,0.424722744801058,0.598858655573241,0.952273605091774,0.954412611239706,0.172964947203198,0.340031479070436,0.660142887648917,0.888427254545004,0.932813492424105,0.194310611698637,0.649044450005423,0.062921111391534,0.254688590512895,0.933552902450669,0.968103062591338,0.506367229807191,0.861372408750958,0.260543607803411,0.0472625328065222,0.364979573908239,0.38056444534229
626,4,6,4,6,4,0.446053892475553,0.894081352275261,0.99732233319284,0.999718146561443,0.886470980988257,0.974471785770622,0.808986580962129,0.826840702356287,0.939422002380322,0.0394620079724118,0.238393999490445,0.0214057241256662,0.22838996516204,0.693014816639549,0.881901032490461,0.454601705659414,0.976382470367501,0.661589122494729,0.572436772428092,0.845921245617559,0.890719191196138
78,3,7,6,6,1,0.24303031146836,0.98022129652875,0.994424836255692,0.998936146888393,0.825098489513411,0.90972288315129,0.237223793756287,0.858078014536464,0.965770198916457,0.167009079310019,0.742580882025906,0.0539143947124039,0.734545731775958,0.799842420742568,0.935404712956399,0.805564810914057,0.819791552569835,0.710318854392506,0.594623158205309,0.0791572069610236,0.364967817015625
49,2,7,5,7,4,0.333314515965222,0.252382179817674,0.492760916406656,0.61702447091273,0.65588786616167,0.756392579973315,0.00179151770975441,0.89683096888057,0.942391498156888,0.0635723607383203,0.725103439266677,0.00681756324444131,0.047346953194887,0.262094294537627,0.714825612304257,0.533833653446706,0.795744042836216,0.339807483340288,0.234455463502043,0.157769929023925,0.742121054588947
789,7,6,5,8,3,0.957489599244692,0.825162824136973,0.993726804592145,0.99612021896433,0.835976253106399,0.894172434721793,0.0300974544987315,0.541529533847854,0.609432784225415,0.338310559052066,0.266577389080706,0.317812094702562,0.110884270327126,0.595777674103901,0.823944926021509,0.0260161223101895,0.173459896569094,0.512794766906067,0.048420005286031,0.0949728023345582,0.52856898854265
962,8,4,8,3,4,0.679401224539755,0.436118526747776,0.519283713536472,0.998213403985683,0.455800133412075,0.529133265673317,0.523215080605494,0.584188193112171,0.615599741046991,0.794181817624601,0.596765642273636,0.603556416398968,0.351166453098642,0.456927881489322,0.917241828564356,0.730442324027023,0.987681626100227,0.181280901872297,0.0362968629707097,0.0635846461428096,0.394515281572609
122,2,5,9,5,2,0.113062776026642,0.584493097999785,0.719232088959498,0.807082506004832,0.487278591461619,0.652562843425243,0.736960652133939,0.914190054519213,0.935945177364449,0.0311790519621456,0.595496126700845,0.0290077458184411,0.124104922453368,0.281939189959271,0.848289431486447,0.630905655370676,0.817061262292929,0.687919427146297,0.311482633034145,0.331900339243375,0.891204361882826
13,8,9,2,6,1,0.244278013191139,0.0750608388954773,0.896405199353273,0.912586628690017,0.374518110406538,0.701408126666675,0.757894031592971,0.852427265205228,0.94885941690397,0.320130493019498,0.334245958398678,0.317491212154087,0.0543324148394797,0.329175310811959,0.664928856290023,0.00683357052635401,0.722611935990004,0.136503835001914,0.0906482928269436,0.602124255442154,0.650000241189797
665,3,3,3,8,3,0.688162756955298,0.730940184754343,0.9155455349262,0.984130450339016,0.167458209690428,0.765630489693465,0.411587206651247,0.672351959580739,0.914116359702091,0.747612568384758,0.0492856246071868,0.7088466072578,0.0381097479380961,0.178042162206653,0.633015187102601,0.866343750696699,0.990836407837924,0.823441126856348,0.0136494476133647,0.634055171702034,0.975692557265546
850,9,8,6,3,2,0.436510501646111,0.668964467783365,0.68665947446282,0.713883408755884,0.215259664312564,0.859232550295153,0.0685626112862024,0.641060835394978,0.755775148953676,0.889183236856991,0.0407100446417462,0.193553961929115,0.00448875673721373,0.531899263139442,0.942750644556497,0.306895004900126,0.631162735276765,0.754298143183766,0.409882747067871,0.698850624525547,0.811745850083034
943,2,4,7,6,5,0.292633087887778,0.525398670780752,0.767052428365107,0.991660791002215,0.414957113118586,0.566657178901546,0.543584211123595,0.974062712015469,0.983858124364837,0.373908059952827,0.257767183701205,0.321990583762439,0.152812217896022,0.272615524290991,0.583679610223581,0.552086340749031,0.915259252410344,0.744921722510643,0.342834767891371,0.776069468799233,0.975717588605573
470,7,5,7,5,3,0.049785032578907,0.334386287696473,0.969895331587732,0.992546058114467,0.776512689768826,0.873483584768304,0.613724331180379,0.892058256550564,0.959504264732318,0.97580083138803,0.572743976662494,0.154366004379197,0.291832059393971,0.78916494188162,0.887837471237194,0.926427294078143,0.931414358270562,0.153237321269908,0.0831660929368149,0.157583996189549,0.965121350541428
132,3,3,10,2,4,0.313212656273646,0.902532813376561,0.987926572883208,0.993615810845505,0.339288204595237,0.988429073895123,0.530014833103214,0.848041503653684,0.946963526940268,0.386643058864609,0.901768344100565,0.0858813862486509,0.837852455856667,0.436121666753641,0.582042769357202,0.765521599445143,0.773157077528973,0.248569756127731,0.0858943958444519,0.256038640963286,0.852007521598801
588,2,5,2,4,5,0.0213551431385102,0.596553748601186,0.805208821140583,0.916893164276959,0.109229355648812,0.29455651305664,0.118821587412083,0.813026420472864,0.913611822798667,0.311439610214019,0.325133108220226,0.0526372091386062,0.132642572905977,0.155490896801511,0.751252362340181,0.308933980525308,0.679777117988728,0.15666736331475,0.123717956381692,0.672230630760896,0.68812383861091
895,5,6,6,2,1,0.553089320046245,0.756440478797373,0.874945377376646,0.902125717444112,0.663262816093233,0.811510227609222,0.529450507100904,0.77168306427145,0.895179306831048,0.479089152760291,0.820932017273782,0.314911231594336,0.302937998127529,0.618886946698674,0.889191230457008,0.787366965746228,0.811768349887528,0.353126897015632,0.32196642030105,0.580559938187758,0.782947084351077
951,7,7,6,3,1,0.686657017843332,0.559250667211367,0.582084628072311,0.617403735304265,0.292348310984671,0.98971665368071,0.280128201574436,0.661716061638138,0.786168935785673,0.718817541156616,0.777710031069955,0.612642064871658,0.227199260767356,0.691292578921164,0.869736523203713,0.364270766203059,0.416266148592657,0.839374143005465,0.687983285317128,0.0811396375773242,0.907434143983991
524,4,9,7,9,4,0.0004749851844972,0.818787340705399,0.935976124138799,0.992688907049849,0.0377705025797943,0.620306336353398,0.694286898476607,0.83359756705714,0.978715629732834,0.899638234540191,0.0701414094856475,0.648190640704873,0.0157664730080429,0.287142729648971,0.295381723218127,0.463608510324429,0.701739163398337,0.677394557611784,0.498683483520566,0.871555411166511,0.978337646874151
579,9,8,6,6,5,0.590981868244894,0.246472836138099,0.356112431668565,0.509009191900131,0.0436100023016334,0.431262310607996,0.456490694673127,0.723672512157378,0.821148620030912,0.505091317795753,0.906914739616564,0.145843699930897,0.65238378851602,0.0755446847426705,0.951367769157618,0.575854525077227,0.965403016753823,0.213232018583827,0.189909343712542,0.254565003775107,0.353288845837174
667,7,8,4,2,3,0.358657205772027,0.485529833787424,0.722881628967941,0.955488460118482,0.753018017516611,0.903113861974918,0.299695292251604,0.957748911906092,0.987174942054138,0.59118799270303,0.395355760463001,0.431039273465327,0.0436442803999147,0.916499797159829,0.939297120070197,0.912277935069473,0.969772733500108,0.375639381954144,0.207564242624354,0.636783871540939,0.670150802053297
150,8,6,4,3,4,0.015615171343321,0.0452899266592693,0.943919542632339,0.990566798463683,0.331979616770102,0.608653614160892,0.712853633781779,0.719021591080669,0.74893462767862,0.0608266777081182,0.78705081207836,0.0390599592006668,0.135203273148449,0.978606453355146,0.979868571967594,0.543633123714244,0.870181763898626,0.380791706770798,0.0217678748739944,0.266500993083674,0.39696865967275
825,6,2,5,8,3,0.0448055702449987,0.343373303359421,0.394554209776689,0.400753923176769,0.203652955640387,0.394378842697185,0.0133730656964704,0.451592788093099,0.555938259591261,0.405925247728988,0.255997202400584,0.327001147253803,0.190413200073804,0.903701414814056,0.953414259337996,0.0758093235313892,0.330695609210095,0.272975681743398,0.153327733184335,0.266804989847797,0.488923248332831
278,6,5,8,7,1,0.469017658176855,0.227232058053697,0.784391664181088,0.808163296148839,0.566821166221309,0.78285610978171,0.581856745857652,0.907390968008207,0.914847694752267,0.782514987874357,0.458518217775878,0.69878940424311,0.256418964160431,0.262967826029542,0.374205343010184,0.178717097251886,0.317068098693451,0.31843981357892,0.110267443289577,0.0712033260211814,0.38413393741618
193,9,4,3,10,2,0.0679223418454407,0.552559035581769,0.934572011349749,0.965188485278504,0.464684029934998,0.778860356094256,0.656780652755988,0.899902706864333,0.948933561154615,0.633741280058376,0.313014472036413,0.459208997076571,0.297200327285375,0.243349899656605,0.881386167233376,0.548035514574242,0.785099090966679,0.676277782872994,0.283771607232929,0.346240622291202,0.70917086922952
508,9,6,5,6,2,0.83645859002627,0.749121883064043,0.992933199057195,0.997047376426404,0.963979829247203,0.982344895638247,0.90576367196003,0.916691186391975,0.940860418956218,0.968866510082968,0.584000703344611,0.0419342911752277,0.452082172565943,0.533083631749149,0.588776462560019,0.303460800561914,0.309263017738633,0.0273974443608895,0.012441730514818,0.890577914605243,0.987703916322089
484,8,5,6,7,2,0.687544438359584,0.663439980235649,0.794822832236996,0.976716513606819,0.0944578893319704,0.949292693540501,0.795387334816181,0.917546671264639,0.947424994032447,0.969063887889707,0.600070378276473,0.575708151424755,0.202981499329582,0.445261436206941,0.866667867077325,0.571862968011014,0.94941672388093,0.646023618252599,0.302676980790699,0.454930936191115,0.945393002540725
986,3,4,4,3,4,0.402295203488646,0.314464498159802,0.361404030771076,0.668301332243813,0.861260374385747,0.89205916961306,0.269527351776976,0.487509315526449,0.949459431042457,0.444649998578755,0.0358274122469593,0.0138965107715999,0.0156959782069003,0.187486811865144,0.668797568661207,0.506857050518342,0.62701075522285,0.301119660251215,0.269638589103108,0.520811946075363,0.86315104742022
844,3,6,7,9,2,0.977862979549146,0.733438650402357,0.922785646016816,0.95957924438416,0.491317173786624,0.532685942624422,0.422173032072024,0.739703386948671,0.884119563804555,0.0695622834070586,0.336111120500951,0.0136024811393608,0.127566720395674,0.763884251260501,0.812192875832041,0.708963291114126,0.73947278722757,0.789823267770139,0.394037707428585,0.217955859973747,0.261467207656186
73,6,7,6,4,5,0.990811731341761,0.468760942185251,0.730134910746412,0.783678924204958,0.610180806768103,0.849460455672284,0.0296403478266904,0.39840894495685,0.828783181492485,0.448624289048626,0.195089319035201,0.252678252900045,0.0461128453729275,0.922581115266448,0.941743066871835,0.226451923465403,0.798827707971801,0.0771738971871557,0.0230490304008504,0.0623213010032196,0.419934004294859
917,7,9,6,6,5,0.385031095027179,0.700988210795261,0.846787603552018,0.938722415737233,0.476009291579225,0.750249090633965,0.834729704606743,0.860891443718015,0.867272371703089,0.918367200394184,0.684004507491435,0.104636160409865,0.0856682077047669,0.778293601781991,0.910928202040905,0.0564141404088587,0.121416691105855,0.0712555249545258,0.0663295243665232,0.98477820334509,0.99850632822265
70,6,5,3,3,4,0.094181120788632,0.527398435692117,0.740667471778845,0.773102198518044,0.446774631148367,0.835633946051933,0.291914749581763,0.711615523636836,0.924604404988036,0.64692799557047,0.260724527516076,0.425674174094298,0.226936776705352,0.839986617707717,0.927191066585817,0.6802302631211,0.917354290712913,0.627312562733167,0.178474411729349,0.923434881263156,0.97215979458889
885,9,7,2,6,2,0.13784934759168,0.0386444285613019,0.195690764424781,0.799720720143918,0.0266562007181812,0.733997444197629,0.363315579817072,0.932299042989933,0.983524753706402,0.241668986537796,0.189946565444139,0.0588047209076365,0.0542358129873038,0.0861797538449289,0.538816121526171,0.443032288089651,0.517124818988285,0.345147866644221,0.264201459816614,0.0560467996206135,0.136534458921259
86,5,4,8,3,2,0.779770950947562,0.63833336763198,0.985422125412808,0.991856517124238,0.504930945889978,0.557552607099829,0.490732728711935,0.785348908752328,0.953602076333874,0.843439349996485,0.299194395518233,0.013962647631581,0.0381191791502629,0.0362453316120664,0.335241283136775,0.927239079787792,0.945274105465062,0.0226386440740665,0.00507970278904694,0.194082981169783,0.439668358231555
434,9,5,3,7,4,0.304358051466802,0.0757787791344337,0.198015643345953,0.888874293522218,0.0599491018670378,0.329671793676092,0.91379320997207,0.96363015243757,0.992496721487027,0.747027530196356,0.390401587467198,0.479579595148305,0.137346698090967,0.729029601056525,0.881306028467946,0.382800702165649,0.557389257787647,0.758825758286379,0.548013034371204,0.363300260161119,0.375760210624383
888,8,5,6,4,2,0.498660345800547,0.93417275817683,0.949999954668983,0.96189232107681,0.305377399112075,0.588899641233473,0.144146983090113,0.7283802317077,0.823154000040027,0.349526527229766,0.738450130683626,0.221630824088395,0.247741018450724,0.494041313914233,0.817942926651502,0.477958270272193,0.516892375933114,0.410710247162916,0.0483768755237515,0.676113888963149,0.821324387524393
995,6,4,4,8,3,0.0929996107235784,0.514194660408446,0.524509489625464,0.91659596236706,0.144083391304826,0.448142786967456,0.0481550918571651,0.969697932994309,0.990539387637845,0.944814686135668,0.0835503815839766,0.0559701418529785,0.071246828437879,0.893418106248509,0.975747656264188,0.929122990419809,0.930624928358357,0.178896717166156,0.00760185978212494,0.212759770566248,0.597410308033557
917,6,7,2,8,3,0.986686151582166,0.0623768841425655,0.6342312380654,0.922581489723755,0.353576558903558,0.996622253830841,0.03025916101404,0.830215983807948,0.926690213291221,0.759726727145049,0.994908907741285,0.313003654785433,0.960874453576641,0.0173528759790584,0.592697686932246,0.480825451289699,0.623367742188856,0.221499279777403,0.208920915122811,0.810329535692395,0.849590815554209
249,5,6,5,5,1,0.482381946266559,0.263192445729161,0.390708749438777,0.899336241569979,0.0114896532421,0.0693659545956034,0.612938316785009,0.682849598831163,0.867173795631197,0.262841537440591,0.745637585353735,0.0587717114343252,0.00196542915182193,0.217110593126342,0.598211839197388,0.817046263724263,0.84146943627697,0.644639265794586,0.0941312399514336,0.61107901994749,0.651332277928539
920,4,4,7,7,5,0.491526528836437,0.787712953499029,0.853415674043223,0.89386394448224,0.0609411120860139,0.638395413241917,0.874217134300899,0.958532472682043,0.972901027861442,0.444571598278289,0.21325102744617,0.404271987475826,0.00853477948956459,0.516931040274329,0.575795077566776,0.16909060988971,0.183074532822826,0.419652539519919,0.252098653172287,0.392349316659593,0.853527597664449
983,3,10,9,3,2,0.0494991397504928,0.718198546197172,0.725332691959198,0.821976987367593,0.689898480112129,0.799163500411986,0.973095072845393,0.990360700734109,0.997404336672217,0.382778314404562,0.668476148831821,0.00336796129827862,0.335531644248681,0.449751311553246,0.566890929304962,0.304358798476029,0.547480974927508,0.222059511640761,0.207457032257754,0.314569177642651,0.712583986865483
171,6,10,8,8,2,0.476961790962657,0.965473505012132,0.993140011822654,0.9943501490838,0.868113088964555,0.920569352786523,0.126279379372648,0.948370976869103,0.950378551583469,0.974181975594163,0.034325539735402,0.640704172316679,0.0228091019563308,0.965815533222211,0.988972447649146,0.368086979656271,0.469401226950611,0.465123264210345,0.137701813077257,0.857314932653191,0.953606038598043
464,3,4,7,7,1,0.0387726711760741,0.267192378744297,0.574109412760425,0.82239905637623,0.480107969954587,0.69572406316021,0.920737295450503,0.967034306005512,0.968488168258033,0.599119578513224,0.0399725791503908,0.103943987921552,0.00780681422684127,0.871760692326305,0.89866441951879,0.149876626095502,0.212684027217153,0.248997906995215,0.0361394315754719,0.0748673861475429,0.980155058262211
426,5,8,5,7,1,0.382782611214835,0.71823296100446,0.747739533259334,0.811249733282243,0.389914750890783,0.423749637225437,0.093316903802054,0.391201095247144,0.4472525060162,0.186633923569461,0.320111472480861,0.156779677075449,0.253251712221925,0.215787660544226,0.220530283764697,0.797073222075519,0.908258878152711,0.566095085783326,0.234700465231937,0.963042811202328,0.975592356509253
489,4,10,7,9,3,0.490371728272922,0.388586652537063,0.859022067159592,0.981792829782079,0.781597274995572,0.878708952288902,0.994127498426242,0.997782133807594,0.999911904792696,0.224426637353562,0.128710640928033,0.0572068058415808,0.002041999089975,0.633368510516477,0.954943715376161,0.413012568019168,0.834923071067772,0.898933306727768,0.308084028271451,0.378190323263872,0.748613392327908
452,10,7,8,4,3,0.747872425768478,0.784999116452225,0.957874957361486,0.992198183894269,0.0868055274850223,0.235838441983749,0.274520410646871,0.281124698142388,0.359636739666209,0.54159468317416,0.805948629969684,0.514605098846389,0.0272965359977149,0.221175105427811,0.883014613182489,0.421237629532674,0.813917718018595,0.048574215896707,0.0382900296406305,0.137484019993502,0.715304021092409
183,8,5,9,8,2,0.899038640529895,0.704117482686485,0.763115343550895,0.824342435691934,0.374186171793612,0.675124137259285,0.115022634561616,0.943795156121032,0.973179891594946,0.897844039493776,0.979822807557718,0.475183016880089,0.199545077690486,0.454823273272719,0.791620796734553,0.118763507444225,0.666250550427193,0.666204832333932,0.0193116259136233,0.00438755686178338,0.731680032442777
442,8,5,8,9,2,0.811309869766375,0.448435273777461,0.722712123603708,0.771468815079879,0.104533427606616,0.93180204599227,0.994478717415337,0.995232424839615,0.997804029737882,0.292920172969042,0.471093854381377,0.071633915037644,0.0152679525792584,0.246379535582522,0.338262259871591,0.927001965605211,0.956588433583378,0.851655959054735,0.125886888381818,0.926967727788584,0.929000591405861
916,8,7,5,2,1,0.690915857228474,0.207275951571041,0.214370921532242,0.548296562161014,0.876722426076024,0.979282798891069,0.298001181267668,0.676375806567611,0.926793046507322,0.760600436184462,0.143112545409822,0.760226177759363,0.142530251898711,0.332248678793758,0.449821058298568,0.212684000420547,0.479545885654493,0.0887710609149886,0.0821865742269331,0.776304514771746,0.862120003617854
796,7,9,6,6,4,0.430642930228566,0.656420729420008,0.840098838232011,0.935280537972502,0.728632313964819,0.89827741787471,0.369504986871616,0.841209350445962,0.885182100722618,0.563322002684395,0.988397881067172,0.170528507097332,0.253340162580678,0.57881567768706,0.872599074109248,0.206140844237106,0.51801287055468,0.748755700339843,0.359718737940239,0.679076247499022,0.930362304956271
408,5,3,3,5,2,0.335942341061938,0.0664169979810482,0.329150084109411,0.58299082085179,0.882579688495281,0.975043201361482,0.00459638860283885,0.854421106863264,0.995813084994532,0.953567416798417,0.247538262964343,0.40752117790994,0.185595280377496,0.450312992161419,0.530537301029955,0.568698277566512,0.789352115329987,0.163306682868558,0.0150226477325554,0.0572522685841192,0.542579486488262
21,4,4,8,3,3,0.0756728877573041,0.691316779478826,0.785457521230726,0.800884926454949,0.512429858669965,0.828962805909258,0.0347077596440678,0.490581320702396,0.619405636409506,0.989826004727394,0.109713359001651,0.284257655565823,0.0379908917320621,0.246527354753576,0.458959397841385,0.711486281526275,0.962512344822669,0.273984866026696,0.059711421211781,0.68944052510066,0.707892060694539
407,9,2,2,5,2,0.691462858443684,0.591404786820151,0.627617850698006,0.820904014651948,0.505397368097585,0.580408686759919,0.588346202242957,0.877806566935665,0.952556481886491,0.0351721279108431,0.0073822051567724,0.0128302866878002,0.0040920140183659,0.495155648075999,0.770108887726421,0.719629713134956,0.741371745181388,0.151451198054268,0.113870268270448,0.671196507212194,0.959779231340293
409,6,5,2,4,4,0.189867463613884,0.619170768462797,0.734026975112298,0.893094977881512,0.108412465379946,0.909376362308086,0.801867952255346,0.851211568311577,0.882782107594934,0.821346023007971,0.820674906876357,0.218228809657403,0.493055215728047,0.779084508106089,0.926555944869873,0.477526841700589,0.760715335742052,0.251238066748786,0.075426384989041,0.246901671871589,0.298933886930987
521,10,3,8,8,4,0.880442090235744,0.460050753301056,0.782627548209743,0.792780507080015,0.988367399042845,0.992099735320603,0.939239500257233,0.97855588598724,0.990734698619396,0.818041274533723,0.00332914918889292,0.0736524062951801,0.0024993692184252,0.915892023328575,0.998530131093858,0.982977285013557,0.991335030609587,0.716305978839519,0.00187609935693227,0.634166043230775,0.886727986679145
201,5,7,5,3,2,0.502268028881145,0.487791329211299,0.572965242174659,0.805457541826014,0.688851134803751,0.767580978422955,0.689796589092654,0.849295627118096,0.964425744441269,0.460880328077986,0.530513848556089,0.0209932506875896,0.428837739678731,0.212719186892803,0.742711464136279,0.700063253812422,0.831791186417487,0.215505590541055,0.111139839404536,0.520345213043527,0.729513257083095
865,5,8,2,10,3,0.693203564239223,0.149006484752172,0.219855308536232,0.519907810877373,0.907358915316244,0.91009132814576,0.155005195892416,0.796630247247424,0.988127060279176,0.94596304713455,0.551599432728719,0.50643303675075,0.139043052270007,0.685165062366379,0.76537406839449,0.461883042670693,0.742792465884901,0.84803037401475,0.770912491726306,0.176124498568429,0.180556400635115
563,9,8,7,6,2,0.948474245086289,0.442524280508538,0.728265601257641,0.940784623786923,0.726146951763751,0.910070063837742,0.563776079906337,0.631681224433566,0.729822277414892,0.268447451058635,0.372358051384636,0.0246713437114163,0.263085470200865,0.816425573579175,0.94251854930067,0.846094310664781,0.954960552872511,0.0207608516686829,0.0173006607334597,0.774503925952734,0.998469790912491
234,5,9,6,9,5,0.446331394907855,0.606067661634553,0.901167214584159,0.907020956967938,0.0871905232142424,0.158838057280788,0.577361836615973,0.884637844059168,0.922762523674635,0.182886818693369,0.207167106669513,0.147819036077047,0.0482000446933902,0.444071709284489,0.7856125973255,0.558133122173883,0.62195280563354,0.0493046171979513,0.0214034878829233,0.679791714474023,0.961435091533855
811,8,6,9,6,2,0.994925667003868,0.418730625134218,0.419603759317543,0.849584505002231,0.89272043691664,0.960769323691958,0.805120971515495,0.902605004345463,0.925891100731788,0.690245356981037,0.842575906936731,0.530340049801416,0.258698487706256,0.959836731933919,0.994376401865771,0.662669777520164,0.840030541701085,0.0788475847250782,0.0166849413055655,0.0700917290657526,0.537848664469565
115,4,8,8,9,4,0.449440668742009,0.691444945827848,0.745112342743026,0.890072628913366,0.928817320191045,0.996530549587162,0.414758852045168,0.551041114124162,0.810213639889635,0.077946373175038,0.00362513917547185,0.067340210638185,0.000470480056888757,0.633965471203765,0.682478582687799,0.910318637764594,0.993544090293759,0.72653039444373,0.339665926247996,0.514936018408113,0.931053346690438
658,8,6,9,9,3,0.513185796466982,0.528779106612108,0.745331118421604,0.907566137874889,0.60590485632515,0.796083230589044,0.332389684631256,0.495777151219261,0.656178565307799,0.294472294916888,0.275938019906892,0.227612430062403,0.187571932380848,0.1215924516286,0.626399183978101,0.722392433417239,0.850142016566524,0.884594276065915,0.711867738212439,0.788157627117843,0.939302784478285
18,5,3,2,6,3,0.312525671149604,0.51527699797221,0.539815373931158,0.927899573077476,0.709154446287034,0.936726988379159,0.166228256221837,0.438647480342121,0.68678909507099,0.555986555513088,0.567040330749913,0.0884214205835141,0.556313462126406,0.649066273798025,0.792058962463587,0.172035088836192,0.313809681390419,0.276666089852015,0.211331225152146,0.187507838719687,0.570855600217395
321,5,3,4,3,2,0.0207180901114363,0.33592953616539,0.498597172653157,0.617514181701742,0.623110062275012,0.958771907364485,0.837643815047247,0.989434856295082,0.999872921753946,0.403522092030803,0.252898584655207,0.0170180612739265,0.154360092359289,0.0103318825970171,0.400843819962752,0.463977258876455,0.840261676127863,0.110211803183565,0.0654204014729537,0.424678261438874,0.716241584010854
961,5,7,9,9,2,0.41706815756727,0.463573964537261,0.796286654999768,0.946634643578829,0.901297728190501,0.945056783421695,0.417778730044863,0.704613112594044,0.887817886772892,0.36571393242192,0.728973367991624,0.270047903855844,0.585324719884959,0.291295384961087,0.377601413031671,0.802848037902638,0.980104011899081,0.558785820051027,0.434747952734258,0.881579833904793,0.907301527114978
