"n.sites","n.pre.Bsal.pre.treat","n.pre.Bsal.post.treat","n.post.yrs","n.Bsal.sites","psi_bh","c_H","c_H_pro","c_S_pro","phi_Hb","phi_Hb_pro","delta_s_pro","delta_L_pro","e_S_pro","e_L_pro","g_S_pro","d_L_pro"
596,3,5,4,1,0.569451126946579,0.191215382255125,0.697042228106435,0.0931430633294629,0.285636684482242,0.82605479467899,0.516032551733218,0.294699573244362,0.827619744021003,0.245238124860567,0.454106363014202,0.159637608793937
524,9,5,8,2,0.682314887078758,0.600408727766853,0.834574851847488,0.984824670661217,0.744207682177424,0.988147745866952,0.646765405631042,0.0334354774433975,0.755325405745883,0.278836666439194,0.592249369612383,0.985643580124085
373,6,7,8,1,0.832181587042054,0.343392155985255,0.841459631869086,0.425470887328568,0.749055572692282,0.951058868845328,0.0305345043452457,0.00695900932694321,0.916287287363899,0.690456139020436,0.50491707134787,0.17234083877136
531,6,5,5,2,0.54200364685338,0.806614543383033,0.841438331750636,0.0253019005195238,0.582930436198856,0.920332897831364,0.046237907082634,0.0158935556429784,0.87911970652598,0.823701070272946,0.0710105640832335,0.375657642687205
145,5,2,7,5,0.787512949974579,0.0409638980953256,0.460634631092519,0.856881735566049,0.533063374744542,0.976747584564702,0.9639592132241,0.37439003201512,0.529523993836995,0.813267535844492,0.720166411203006,0.305675644739089
177,4,9,2,5,0.531126087644743,0.916004625423742,0.955879662714079,0.187544877271727,0.479990069332346,0.738405350516927,0.371428732070234,0.103472750473781,0.430135010298435,0.562901590509573,0.364052548697777,0.876181955100899
371,8,5,7,1,0.781984831998101,0.492320362126804,0.668723224250824,0.0197504039212363,0.165821811189502,0.880906705347129,0.311452633110946,0.149116605062276,0.103832515500835,0.321273855501879,0.966820289613167,0.453072025785432
463,4,8,5,2,0.750326879639621,0.897429257956147,0.905624109027801,0.495749625405553,0.537981311041745,0.925044837563028,0.113143730882928,0.0684961799545115,0.361176363227819,0.0783155873836018,0.206771001078049,0.15871024390664
802,5,5,4,2,0.515580736355949,0.15587071276831,0.193126268607165,0.00450539972051047,0.0785531804796774,0.200459662665048,0.672486592430924,0.0901981399000254,0.982177756512142,0.0409467833649134,0.0418542397066019,0.966061210490181
482,3,6,7,4,0.426539331568894,0.45619108274153,0.720586961466022,0.492337681504595,0.647611774773803,0.68952218443768,0.175366935317894,0.105394504996454,0.429580965871084,0.817450381909031,0.920153329254989,0.583710568871326
134,3,2,9,4,0.12870910512174,0.541054954201658,0.99144814040374,0.621747211965406,0.575478175083594,0.772212367358878,0.630889393295604,0.0829991398652232,0.767976890552649,0.0929133741139434,0.0319251769667026,0.346959740802855
718,7,7,6,3,0.0337914169242606,0.614712452098192,0.799859491115292,0.00295353068881668,0.531987636249792,0.644434447982308,0.720794093937706,0.361643025538334,0.350631172185414,0.667673174284631,0.773892993822065,0.903066348295426
163,4,10,10,1,0.846995370195084,0.783554282607324,0.847046447261953,0.505329324613791,0.877402688884246,0.887684172244926,0.202386217028392,0.0873584750706376,0.206283616316598,0.0685896800133865,0.101525229220628,0.883729393717926
41,5,7,7,5,0.820265571987163,0.330305351269688,0.444525078029792,0.423034629061888,0.99105353002057,0.997964349692292,0.139111853279476,0.0421323159507111,0.861568775248341,0.130500379133318,0.258732274513971,0.830203026477341
278,2,9,5,4,0.740571307796519,0.342885075563495,0.749607691665013,0.161277712357626,0.456634307080205,0.555495748910696,0.906223253483791,0.780195354374592,0.403787219031225,0.780242765157483,0.439578711379063,0.965193639897718
92,10,4,5,2,0.526101951119653,0.796492921429314,0.930101582883151,0.138529049234861,0.593277672991063,0.716156903150016,0.466188778836653,0.349458285612462,0.294507584417448,0.851593499739887,0.0946167900383705,0.589282825759053
344,9,4,7,4,0.795488151435042,0.668593304800079,0.777910577821859,0.0720302057477646,0.208954594584904,0.358155343979815,0.256310816226387,0.0269543307216921,0.480447770631453,0.957332798292208,0.936659676969308,0.463168398810388
593,4,6,4,1,0.138522566656559,0.50329624111841,0.839263454355162,0.759367864949116,0.0642829925195314,0.642939957879653,0.615800805432838,0.472006914010507,0.68623679764627,0.668500005947892,0.0657755743185757,0.633465764648002
86,9,2,7,4,0.315510472134873,0.582215485956054,0.993806098325854,0.798830220707622,0.162339281832497,0.798220943449847,0.645587743478175,0.186435160353752,0.703816641208087,0.928445633470337,0.617342136363359,0.0846479730878258
492,7,9,9,3,0.77982188845335,0.950891226946935,0.955544994626832,0.217428291534446,0.668354743528902,0.731426135466766,0.517273456624057,0.43696563210162,0.688000618121237,0.11433134926823,0.614164893592638,0.716714291089959
386,9,3,4,2,0.756658778521558,0.540422345630429,0.567039441425314,0.661558838051534,0.859105843046587,0.899951384862731,0.300375794578972,0.138714302242163,0.059232138371421,0.305150770369056,0.323913326748973,0.340656935066031
894,4,9,8,3,0.220531006585085,0.527066230061348,0.65667269568236,0.037402539697988,0.686467291982262,0.922412531657612,0.369064141242113,0.0847605023899386,0.378303491928731,0.975286378570437,0.776368943284638,0.693368613167852
77,7,4,7,3,0.731960970295849,0.94066952982056,0.97077103715488,0.810091997750313,0.568533830638719,0.679566020845634,0.525225868494296,0.119523300282979,0.803515748890792,0.0335954352712026,0.79983303611998,0.679400600392884
538,7,5,5,4,0.924050897567603,0.57752669274041,0.628781748895057,0.548918973444961,0.114318146251468,0.237961406762249,0.739086575616105,0.309329317016183,0.541402594923018,0.150636334914644,0.718659422804648,0.24222081274162
308,7,9,6,3,0.322065732068801,0.0183475919902325,0.657643826938394,0.842534047235199,0.492309143881174,0.549334479329366,0.468013932058029,0.455270236392687,0.125449745347374,0.964148224685341,0.717956109203026,0.148151996411849
508,5,9,4,3,0.359615109439357,0.863312892841524,0.998046447431224,0.898986646075384,0.617386526913266,0.812359307262879,0.865079729520297,0.42138881233846,0.922156284946506,0.796762372232298,0.580458954359009,0.681061321985256
872,4,5,5,3,0.550927209945116,0.758141523162858,0.831212291819313,0.399789847892569,0.119542514484073,0.178253183947198,0.802340752188093,0.34238787676696,0.245521764247143,0.542214498040546,0.780586796119157,0.000316982352151535
515,8,2,3,3,0.553820171508519,0.867341469923034,0.915105424255037,0.409820240620803,0.0222917779445415,0.485612800923158,0.163139822563319,0.0365063107835544,0.553869827079075,0.636915158338891,0.638991903125052,0.890811294874968
331,6,8,4,1,0.444367859118595,0.763235522717843,0.916329439381097,0.51277383445024,0.593556839269749,0.751463285600915,0.779525352450483,0.469263426951824,0.284818342402158,0.902342858565575,0.0541002129159868,0.504780749223893
984,6,7,4,2,0.233679371103621,0.947290743222949,0.987664006507473,0.297314305254747,0.677020109049766,0.678064107794418,0.839555174832093,0.130759381788109,0.863650531038898,0.349844272221276,0.104024167215242,0.8787803413952
229,3,4,4,4,0.554678674477711,0.890606024657865,0.957403635146763,0.915392433326412,0.587413208418549,0.883939349479557,0.0978399019772187,0.0653820659074193,0.235197555168136,0.131042498520017,0.522955316265323,0.717340887698601
364,8,6,6,2,0.305023688245495,0.687712317253905,0.958790420722207,0.841665230926732,0.856897490412137,0.887978532474312,0.842897285743686,0.187525441980529,0.371658958522696,0.916531202322897,0.880512988444418,0.871681398966862
929,8,8,3,4,0.632473651179741,0.606083198738308,0.821179395309735,0.249482371065719,0.143446209723153,0.546738423910328,0.126263555084798,0.0142938866707268,0.18905078140609,0.790938396017766,0.236643900203891,0.470952030098857
296,5,10,10,1,0.600663914212608,0.559552999213943,0.837609111412206,0.992856029097945,0.919424874433153,0.97221696684815,0.701009803540749,0.0988590840652914,0.054724382491922,0.739022627490363,0.574454254768789,0.574843238222995
166,8,3,3,3,0.72623832341379,0.9161452542349,0.961676545394676,0.659321283484716,0.147875208018883,0.938501477213682,0.409216430644575,0.0329473660442622,0.287711311286548,0.281653301721974,0.515290696116514,0.372480429768655
818,6,8,5,4,0.689052792866575,0.977609514532262,0.998140227154696,0.76557234708101,0.801478536454192,0.994041707474295,0.918146623870847,0.590232284107003,0.885595481222006,0.0550968168891268,0.488297234770586,0.110136983496649
454,9,6,3,2,0.472381245492329,0.353708758512139,0.695955554723756,0.834490065254667,0.0728491746281972,0.613407612653998,0.411564305184898,0.130188746634291,0.894127168809599,0.435206881815731,0.927311961550335,0.379475099271024
711,8,4,7,3,0.0307232081784401,0.830708493306767,0.84645177613929,0.240766474077175,0.375754546187166,0.467410152715992,0.21365979332102,0.122676065682035,0.819856041452289,0.882024882621854,0.815113472352526,0.680383652158827
871,6,3,6,4,0.817026154032326,0.832082336425735,0.980499475017461,0.32397931078109,0.304841851525637,0.881729295301904,0.767214167432953,0.268473991990713,0.738659484881652,0.151058054349152,0.0696525013227016,0.343719382314361
276,6,8,9,3,0.173960295492481,0.363683299106662,0.775911407477732,0.895464882999007,0.602980254696845,0.68663820040041,0.582451598105906,0.392153043773544,0.611781193238078,0.344346426282404,0.375457964731567,0.210876495572901
863,3,3,5,4,0.070164570038626,0.31085016987815,0.832123473725329,0.121788755111629,0.786477635206608,0.888371172993958,0.669734357965132,0.163795967760002,0.161545071295998,0.31413635751293,0.609863511907216,0.575252846953459
923,2,5,6,5,0.538793474763841,0.807201842741133,0.9707449522253,0.896561280099279,0.713352639632626,0.966192465504149,0.178229041346838,0.0582915465314081,0.993080513544544,0.0351665421113372,0.842216567097441,0.372745697517437
162,6,6,9,3,0.950710581174889,0.735367421293655,0.873467056097101,0.193223925337405,0.765339139577397,0.858244765848212,0.301118669316964,0.0443034249675184,0.984977524782927,0.791613978192746,0.86032299872255,0.753393493233784
779,3,2,3,5,0.622482949826517,0.106514102452062,0.709579821937027,0.331992575057759,0.279594663241575,0.578145183903059,0.160205405334011,0.0212916983607512,0.504216174931778,0.0791551280000247,0.505099185796874,0.736887240843358
61,3,5,9,3,0.190726689286972,0.0260616748080822,0.872203844962031,0.118295808471623,0.0376159373322269,0.741506652199916,0.676124661486316,0.563653119593204,0.927998838170152,0.188421567671164,0.0755342516365228,0.993481365701184
39,7,3,10,5,0.101844528351584,0.362976377855497,0.37541113609762,0.696325704155117,0.236725674433867,0.80466326540917,0.71986221284878,0.252469835569417,0.949611644542846,0.251114420024701,0.887245545323472,0.437551414159918
356,3,8,5,2,0.323375560067594,0.764136246592435,0.88695894912079,0.992675574366865,0.950558369503799,0.9904478382527,0.827962076473353,0.403747031104739,0.542238977822615,0.947821377639147,0.491059488525754,0.655850085285469
501,8,3,3,1,0.191399209178914,0.984770437644748,0.990785307468996,0.742738416353334,0.382770376966498,0.414419455354528,0.199462357554073,0.0203077464814867,0.161494621470012,0.651082603186043,0.489206124897883,0.111037495418475
481,7,9,4,4,0.828508010356664,0.440570577987423,0.978206721502387,0.662962140939129,0.396136695034523,0.598432737219833,0.203552391279419,0.167477293896442,0.549254973361152,0.507434432845563,0.409432652222132,0.0995317832633387
765,2,6,10,4,0.39384393619129,0.419194711156446,0.614505921433665,0.547401693764841,0.553768400903232,0.734797962861722,0.906564902246208,0.438835376339186,0.706512301136903,0.701647706494108,0.560628345362307,0.0656208227117546
698,8,2,4,1,0.610893364376365,0.461151048441883,0.922275012571069,0.585568311130861,0.252466209819587,0.498833481790691,0.249408451779885,0.0947351666060805,0.203403616814385,0.703281317770877,0.62462852349882,0.569292011698894
486,8,3,7,2,0.976557723063114,0.723490709240991,0.982286201070423,0.657124636434461,0.0482666116927518,0.566837906443786,0.735633899688697,0.615754107318317,0.395072711118101,0.600673703237693,0.566401291103335,0.978532826723508
988,9,9,6,5,0.459686344542424,0.222791060056584,0.772320985359964,0.4381834946146,0.111607995151286,0.817528571434702,0.751223597072205,0.274262226245668,0.26113346007457,0.801541308470024,0.863682076203194,0.96076374563477
427,7,6,7,4,0.718165010322304,0.184251660687639,0.331068385163029,0.711657533954689,0.484910893710959,0.939895030165202,0.871123921280145,0.412253140073409,0.739400313715986,0.721263482307433,0.652649768938706,0.0490259666905506
578,9,7,10,1,0.121040041343146,0.185089525002055,0.89486607489557,0.0739481695914641,0.296751387238549,0.487943747821383,0.0235348722028546,0.014992244185104,0.92275454632761,0.686850987356971,0.168879057137924,0.670453202668554
760,9,6,10,3,0.301917935708258,0.906257600366604,0.940553721630478,0.926502045418555,0.702529332371033,0.719461470818832,0.50682154368409,0.410885825386356,0.272202255149931,0.21821067117916,0.809164620563015,0.644656021122471
239,4,10,9,3,0.912541301556164,0.177470848759986,0.333810044282221,0.0634679562430596,0.414411564113921,0.445056552823251,0.715430885429378,0.345784179907885,0.474108946252521,0.11183403109936,0.151159222689294,0.391836358901835
512,4,10,7,2,0.0816073417933891,0.0722236765786074,0.593681344819919,0.844337258849619,0.982334306455916,0.995234357413869,0.847333094534231,0.288368478046606,0.770382109633298,0.440092024698854,0.54759310704011,0.00421216349578463
569,6,3,3,1,0.322175918146339,0.861311099466658,0.987015398599906,0.062652352518402,0.469684958759998,0.528683696251706,0.677394881851063,0.67685644957853,0.425376386533654,0.572734829745325,0.434192940112343,0.267380463446863
205,8,4,4,5,0.644836610465893,0.274644975716085,0.586230336851222,0.756897494557104,0.660085026773717,0.678358876970895,0.574854886428872,0.033826851114648,0.728358665838582,0.045122938954155,0.339937915826216,0.723013212059299
966,9,5,5,4,0.486827410186711,0.300023067264026,0.821615785419134,0.300117631012504,0.162930547974515,0.414617904450054,0.971551928367326,0.376324250153601,0.854288672659709,0.0248016245487845,0.578202416048432,0.554614994901954
94,3,8,5,4,0.194048425049009,0.660688527797908,0.951593115313425,0.715290160030453,0.402982209745585,0.598979605150741,0.2456869808794,0.192420618788278,0.770033771029464,0.208956409558095,0.125309372626408,0.507870590648009
348,5,5,8,3,0.0874643778723199,0.843808910037857,0.897722949431895,0.639483818841074,0.668865909327078,0.876008714933127,0.118142892831773,0.0436319081051835,0.00202772738726344,0.736420555097167,0.636367045163503,0.244107908432558
630,7,7,7,5,0.644541418822319,0.00230763180626091,0.881502719868026,0.319332964018383,0.330577842851984,0.702267893160721,0.392262056033826,0.371284862848829,0.326057352735079,0.709410527137457,0.489348811658146,0.251280775066139
240,5,2,6,3,0.284254952922207,0.174180734375818,0.695362430617942,0.961957333000144,0.59102638476335,0.7434238678018,0.428877366628428,0.141649742610553,0.732242158790817,0.33261560375418,0.747167641286342,0.121566577887232
571,4,4,7,1,0.732457733548107,0.377805105042574,0.527864224317927,0.620810051802592,0.817254202306922,0.903651185054204,0.28421904399991,0.207912204289937,0.581838834198331,0.744021547876555,0.458363012380037,0.981210754603613
464,6,9,3,2,0.478277781196567,0.592930452019139,0.953959020855835,0.571298954685661,0.839879120093491,0.894285264448095,0.857381576707424,0.851216920742711,0.461724515423062,0.572384168945276,0.719737915031007,0.615704506212519
817,6,8,5,3,0.505868135127402,0.79859825640195,0.970506409779828,0.388750862853602,0.587166057093581,0.630364665141347,0.518070145018026,0.0425417389907198,0.0741713994349586,0.551175228700065,0.216101711219293,0.919189493020112
438,8,9,7,2,0.634858862577076,0.616869374161237,0.909782662931214,0.610038490729034,0.120092631148687,0.128120616543746,0.927051387910009,0.17805684600478,0.274030778701953,0.823589933543885,0.551707990449411,0.146428822025727
753,3,5,4,3,0.365388264133898,0.725906148815039,0.918754565375956,0.144410585071705,0.285205293818004,0.551460171397763,0.816846518803597,0.746702277146096,0.0619028877517674,0.852224522341159,0.379705829747394,0.894103290996258
235,9,8,2,3,0.478792575195339,0.77978623257475,0.87492314996596,0.864266103036748,0.221324105476867,0.780460020248426,0.66252554289652,0.435036709413333,0.178153800347727,0.380026456619822,0.767137689827289,0.82547760185888
653,4,2,7,2,0.312358826652262,0.750197018568683,0.841325020839934,0.733981780518591,0.718031018785387,0.838419324846703,0.737122214859212,0.316388008490168,0.912203593457909,0.882529830515059,0.218174203887326,0.536503464637091
659,7,4,2,3,0.944220552396611,0.388466096905596,0.409977075411679,0.130844774653926,0.0984272816785611,0.533083084097456,0.948393258464243,0.133178624524013,0.752291948582279,0.913030883547547,0.608576497659041,0.687018149054656
447,5,9,5,1,0.991136320139654,0.706158765257639,0.851068749245882,0.882050769752194,0.929878389476729,0.970523716499585,0.153430163907912,0.0557824166033793,0.192445464956365,0.0554587276858278,0.667876998698385,0.302164313877095
266,3,4,6,3,0.846870712658088,0.65420813352752,0.864396352030116,0.444782573943748,0.88614620041165,0.895160946889744,0.50512608070923,0.0783082680895159,0.742341595371929,0.725156362238782,0.871158926788229,0.727219255962432
499,6,4,7,4,0.815560375149967,0.686255685706064,0.734905228802919,0.402492061509099,0.664209239299712,0.895793922696264,0.654428305690223,0.0236054400737387,0.202478842737386,0.0081391085088253,0.0822695814355742,0.631927136714431
328,7,7,9,4,0.278837020105007,0.286351307868585,0.478032864528532,0.503170083295135,0.613543647506018,0.966860592749041,0.00212398277041502,0.000333471923139247,0.482019593496621,0.304400041684043,0.755838186627487,0.616538662631786
671,5,3,2,2,0.402289052369678,0.995177522520255,0.997496634563671,0.15190460333419,0.645017761324928,0.929814965433647,0.778990855508135,0.475974823694724,0.886151512166206,0.132902471395652,0.999123425598629,0.184310910791601
403,4,3,6,3,0.497314487154013,0.934866687323851,0.941521305449001,0.46017873261082,0.435613965830905,0.945198199414367,0.23875807031726,0.104395866919348,0.0738042961165309,0.347008653655858,0.421003777682479,0.352008290146571
765,10,8,2,4,0.0754173681589309,0.442766668280028,0.909422815221749,0.825806791841052,0.444971676851832,0.468330057719916,0.538854714886425,0.515076260748213,0.496933010172471,0.916336462791497,0.584331227940926,0.888715763767087
311,3,5,5,5,0.433577460810728,0.619953847378097,0.889146009350358,0.107238178678276,0.258409460297041,0.266864697603245,0.209283783657872,0.113382116992134,0.192331872617872,0.922738811280252,0.47532973440229,0.493685403348436
253,2,7,10,5,0.160493194028339,0.0591510097540217,0.556006945050522,0.788917842892185,0.0652695119000739,0.67775079848407,0.651267642885097,0.272541067458783,0.546109524733736,0.107622539309016,0.979806657543778,0.213306763631618
251,5,8,8,3,0.344278276956314,0.245024201838509,0.572894813153682,0.30980274726327,0.711432084792457,0.863961919953616,0.931864311415306,0.437200469788713,0.694578867883328,0.626913837328041,0.112010258907662,0.322038527039089
369,4,3,5,2,0.682579875635309,0.517692310248711,0.612206276068757,0.24356143595844,0.353143630222068,0.929484911213133,0.138999538623705,0.0366612946807519,0.215218418264156,0.646871295715333,0.485964652380184,0.557535064039985
442,6,8,5,5,0.0794779670626158,0.565887029087544,0.74938478616636,0.607240125454217,0.0138755322758108,0.967555879575198,0.0129366306441603,0.0119014813761259,0.0481127927507972,0.315499116437207,0.786333624360384,0.0761310082311044
143,7,8,10,3,0.612725675523165,0.698989171484415,0.839804436379892,0.83959141382447,0.259245927295322,0.66238835257229,0.0189715480107116,0.00874728269870697,0.323134474596614,0.147177192287403,0.498502017593873,0.62745587109956
781,5,9,6,1,0.394457726065582,0.278086428168975,0.872536724107306,0.93383570387403,0.565336827326659,0.991405929630624,0.561597759804409,0.321352490948839,0.730633815167332,0.6628533697434,0.386908216582169,0.933991937598726
347,6,4,4,4,0.810193958845828,0.280933162713866,0.84239720200268,0.873296992126037,0.895197937830817,0.972282095516747,0.119490206109872,0.115116706620406,0.324633147848351,0.0964706321621779,0.571956331103551,0.639923220791295
34,6,5,4,2,0.118763567183772,0.376353142973152,0.799251299158624,0.509766615618649,0.59464239494435,0.73911357529039,0.947235522467154,0.277659059177504,0.929523643324058,0.625269118088693,0.990799679097184,0.437934580340935
702,8,8,9,3,0.637367097119847,0.61374779281246,0.814329308194722,0.268152532303869,0.385523886207445,0.876483803794528,0.778731496548839,0.325132869709589,0.738811134658451,0.16366201614528,0.306266245909617,0.187446613582387
648,4,5,6,5,0.626969831786794,0.405112425456219,0.721120437824083,0.266994741146825,0.661407401783159,0.82788584169239,0.814216197923711,0.338145537020933,0.258212409678288,0.986378864543606,0.640041590015125,0.501016520694876
571,2,9,6,2,0.181312627529772,0.472388503674883,0.725978619097178,0.113595080381772,0.864438764783135,0.86664290303567,0.788774238766753,0.489242903686702,0.954607440756843,0.528101074816543,0.832898698040191,0.25854354331505
983,3,4,6,2,0.308441983373766,0.435910146744386,0.865468690312699,0.893665933439601,0.49140595857189,0.539453088514938,0.920003710071207,0.00356293529509814,0.755965724487719,0.28940692751552,0.108606766113802,0.0254157972518355
976,5,3,3,4,0.525507701694989,0.544498956054845,0.890141895188928,0.725594052102859,0.756917062521097,0.980524391801391,0.517631510069198,0.386482905464624,0.0886459943692666,0.0555079714676598,0.373471932978323,0.94003642786392
736,3,6,10,3,0.612690932515613,0.299864163325029,0.36350790924107,0.821759718505293,0.894006965999398,0.922785619504152,0.844944099044614,0.0358757174396633,0.198002554430277,0.226242958466057,0.220559625316341,0.346478256828641
136,9,9,3,5,0.856416698947269,0.489389022684074,0.869724644942181,0.738954850270739,0.346192048699409,0.650408832069406,0.635988150626468,0.197451443811789,0.713671847849991,0.425394993468886,0.961501079374505,0.400314971943456
471,8,9,7,2,0.523929709276347,0.796150617854204,0.972095133089678,0.223508974440908,0.132880440138024,0.546560284466118,0.440129121883051,0.0236857332070108,0.413957696160418,0.846298624689388,0.738799534736853,0.651103658838686
4,2,2,7,3,0.647024261496891,0.354014840399357,0.45731506003514,0.424148153759376,0.379966819640412,0.84985438929933,0.814822241081228,0.345341436327012,0.156712999431882,0.741140867454652,0.671461556409695,0.654223548633303
459,7,7,3,2,0.731029283308121,0.900255882398901,0.900893411475668,0.704844054093165,0.961962827431597,0.972100880554443,0.426584628144535,0.121877875625039,0.924006579942396,0.873810679615755,0.121696234131884,0.770086068080505
196,9,5,7,4,0.477908476748108,0.455836793904169,0.697111231360828,0.139994739609328,0.521650714977179,0.624135743835781,0.882446524547925,0.594511679362087,0.0164097629609285,0.991247205068218,0.584761931462842,0.383629031154094
847,4,4,10,1,0.81224326040314,0.422857280034479,0.815441416322355,0.16952143620986,0.999989945841208,0.999996287389659,0.0962457431090064,0.0575900797312751,0.998515774990292,0.601448647189792,0.307602486857539,0.854554148857435
683,10,3,2,3,0.589245986911957,0.384607173136016,0.669964988947193,0.501820959720784,0.46445988692299,0.533828331927075,0.783476724235248,0.0331140932584775,0.40628412947657,0.0429894743400626,0.358398848803737,0.174292451616633
544,6,6,5,4,0.728250923807011,0.409553529446805,0.453900711644032,0.626587538476032,0.963640322472434,0.991995585571878,0.414775217003445,0.124393442609596,0.759914807436802,0.183182455272181,0.447776334303967,0.0245581881098449
685,9,10,3,3,0.358204957119748,0.0267374433200341,0.412000180452085,0.470180790039804,0.288179300550022,0.343998060460527,0.0361086184928427,7.2061074967644e-05,0.292331598076969,0.462644949552673,0.412552620560443,0.799381633612933
188,4,3,10,3,0.0155459484097315,0.093880968455039,0.70115728222388,0.721886935931188,0.313982487868937,0.784473331956723,0.427679590293742,0.33785348847725,0.794272258197702,0.862071130372304,0.220058109988458,0.890185531378887
782,8,7,10,4,0.713016745518357,0.485435190847958,0.596357169602866,0.411596799909975,0.561224378449167,0.565306008542197,0.485230735853314,0.0648812449513376,0.706695378028648,0.304517124695121,0.442458877400728,0.35462116683817
932,7,3,3,4,0.688442347418517,0.391829072095873,0.768697477649797,0.645829988900083,0.60988066840535,0.958518250207669,0.283190545484144,0.043642854436707,0.501651337818918,0.971901491896459,0.568216943197651,0.825519100651657
759,4,4,4,4,0.427681604642118,0.816563801840413,0.821523039246611,0.509604400231875,0.252591429099231,0.830072602081459,0.668195129060256,0.17649277308027,0.233894476487162,0.780514242805121,0.561778284842987,0.426004057934484
836,4,3,7,2,0.564965679784655,0.0500169460149482,0.225312019133549,0.552207368385768,0.366114723610552,0.84820727358076,0.352974665301549,0.343323124442047,0.27110163068492,0.526070710380422,0.401194564038934,0.0823464705726132
257,9,8,9,1,0.0954995867237914,0.210734883639729,0.938879916332812,0.351162673579552,0.503809487735573,0.78448837683974,0.127095471719932,0.0510479186211107,0.691822883600183,0.676537883203523,0.69136618990798,0.105600185998436
529,8,5,7,2,0.855829348947341,0.634009422664531,0.661872978253519,0.511863712453889,0.593885340479529,0.828143074386345,0.24111263247109,0.0697401863097516,0.204728586712317,0.981920325055602,0.475277098739566,0.162394665649603
17,9,7,5,1,0.165106701297453,0.996797351924703,0.9974918697193,0.480505587314093,0.626394172338815,0.704840504238506,0.166677629509754,0.0366661029243921,0.380992731189332,0.267090308912052,0.0718397043943172,0.654717907795892
226,4,10,4,4,0.342767421951098,0.47418464296083,0.650724155061215,0.233206193609303,0.957010440701665,0.962755278038428,0.332354697199864,0.104440050383266,0.655239251021296,0.0488587671259418,0.169937878563348,0.323570000650082
251,7,5,4,2,0.950061199171212,0.33951862677664,0.469405197542572,0.97404445657013,0.3917540512593,0.642101327874732,0.190308274932974,0.154239029937338,0.767746172381355,0.589444418823044,0.258857708446658,0.374280749084102
406,5,5,4,2,0.00999350938664284,0.126084574893909,0.916642307547662,0.871968360289373,0.301716569265351,0.58240031356013,0.218337606471684,0.0599974739049935,0.579341342476592,0.395461870322982,0.511089562609908,0.49640006578241
522,5,5,6,3,0.842226904475177,0.482358835769049,0.613773186598633,0.534582915963861,0.893424581033667,0.915714622786695,0.249258218366373,0.225488867194892,0.308507370552723,0.162767053588829,0.11936144324902,0.0368012002629461
853,7,4,5,4,0.512003578725713,0.855981767739286,0.986710560456193,0.780779483655188,0.289735733204056,0.567817622649511,0.33478694726408,0.208623140292494,0.61524610453858,0.939565472018067,0.689397710987763,0.813309529960435
49,8,9,3,4,0.835465491388203,0.238367563308217,0.755977161515774,0.609814388819784,0.937834356046654,0.971225365157165,0.857598980197567,0.0266878715804597,0.569239623338543,0.380333301935089,0.355728358615446,0.701986655952386
