"n.sites","n.pre.yrs","n.post.Bsal.pre.treat","n.post.Bsal.post.treat","n.Bsal.sites","psi_bh","c_H","c_H_react","c_S","c_S_react","phi_Hb","phi_Hb_react","delta_s","delta_s_react","delta_L","delta_L_react","e_S","e_S_react","e_L","e_L_react","g_S","g_S_react","d_L","d_L_react"
959,9,10,7,2,0.935998678530357,0.923589259094046,0.983799875226344,0.848598563801823,0.86717104776796,0.429382260940899,0.531064188626003,0.703709836779768,0.771718643038091,0.538752864350908,0.12977006785098,0.657957681897562,0.685881694550904,0.434241485032463,0.497163364298583,0.684657993752626,0.197971580496437,0.371674801029824,0.789495119818803
668,6,8,7,3,0.363239533115807,0.740770467603463,0.937234513702817,0.862966476247483,0.877768829633146,0.848360049481597,0.965040991654558,0.16339202250219,0.974284372915654,0.00516906469893813,0.928244801150531,0.619720278628333,0.864012954923046,0.237006175391166,0.269298987529723,0.581985009376076,0.425387026013716,0.628794735193322,0.836193578201176
312,3,2,6,2,0.559666849359311,0.958324829082354,0.997278443054227,0.146934758823528,0.75820919627931,0.567215181510546,0.936031832444108,0.555083157746959,0.622176013180194,0.138225985730427,0.125492718865294,0.0163803599581821,0.645178453201158,0.398598854913539,0.427436970031962,0.86313423045529,0.423179568157607,0.770059120559786,0.920825991365039
830,6,4,8,2,0.663041325961566,0.379106619627494,0.58180049257248,0.680579550362122,0.969705381280541,0.268418940007407,0.317468914773358,0.139349815717223,0.263448083488503,0.0822044840826796,0.0371970750225644,0.297848402124201,0.85828340749717,0.572850763587141,0.901895726405893,0.349075323115243,0.0557441195165311,0.491452619948308,0.663018007451874
106,7,4,6,5,0.748685969887185,0.29590580900705,0.796420037634455,0.44729796316498,0.975059589435526,0.690641593509656,0.726909402222589,0.103993360519689,0.494110042159003,0.0687430093984955,0.161347981824614,0.944342151524569,0.951153234773755,0.998968656027387,0.99940088460484,0.451708881348488,0.131604422054912,0.0750248688532971,0.212368641507236
748,10,9,6,3,0.854822616497613,0.426277876658295,0.763353281104209,0.643258540951158,0.783440880314227,0.701726602621516,0.877087405317659,0.910837851972971,0.629432698445138,0.444126689393136,0.397554900684712,0.70718290544115,0.990257443376788,0.0554653783090645,0.541355176001672,0.714711140321312,0.0469902989733538,0.116342800404923,0.22587326254933
98,6,8,10,2,0.00884869742370211,0.754619166150014,0.785226642837325,0.315320112870145,0.478095755064595,0.622701818656619,0.720008830859368,0.919351310704462,0.650991441824636,0.372615490813585,0.265469153905285,0.334152381863841,0.785336004952486,0.148634511879878,0.312965225317992,0.416058209073707,0.00930507993788564,0.343328594233352,0.477774771268879
103,5,3,5,2,0.674759813108551,0.0973475347079802,0.425055461650014,0.895689951755805,0.945108471475599,0.264349589537387,0.787169383655653,0.742558961122436,0.550632928616717,0.0103440105875355,0.428205919316517,0.512986599262315,0.957182120757661,0.0437967430964811,0.825530870417788,0.90046557331793,0.27968887664595,0.935680168845598,0.940832741963238
35,10,4,8,4,0.00860365337452386,0.953532261934853,0.966600297044348,0.82666113516232,0.901253556008893,0.573837690546853,0.947749786477942,0.322336145138554,0.308534115465451,0.192773124674808,0.248873344374278,0.330666489292099,0.487363487727249,0.658084731778991,0.980593962205333,0.613103052114369,0.496876503998699,0.0764353876628447,0.76762699101473
631,4,10,10,4,0.717012949113036,0.65001924820235,0.933009431394265,0.850602662704862,0.982954127221204,0.381628507342585,0.647535944194206,0.956293105733767,0.047051055393042,0.520711609509135,0.0390750530644914,0.157956322225323,0.546572913284953,0.0874629287851974,0.937865927147697,0.551698771510413,0.0994593198087033,0.367178229904966,0.565056431024559
88,6,8,5,2,0.842868004311947,0.330892582449689,0.960223288186362,0.720780546967615,0.956253827729371,0.191523593951389,0.291699694102755,0.129302160325483,0.609203429939924,0.0128609843686442,0.515848687943073,0.959464972343412,0.962797363729199,0.373145359826041,0.857984838788177,0.898053679705877,0.387332462281714,0.363302605797863,0.816642272798373
488,10,5,6,5,0.769012407911732,0.158103587353835,0.576978359853507,0.698906454371265,0.706744896716776,0.74476672389193,0.993385283227182,0.171319182198239,0.181546058977232,0.103191832160892,0.124661415863596,0.395964951095055,0.417639265721108,0.931163320560241,0.999172352423692,0.847691230641468,0.693929189137362,0.765210676661972,0.816311828088423
514,8,2,3,2,0.954488287732843,0.930814965094207,0.957838970789808,0.906305258152657,0.994510125955295,0.855901690414269,0.867393898962615,0.639382785229338,0.162321087791608,0.244239412661205,0.0547465606358458,0.177963950214186,0.293106294471502,0.851789899549936,0.873600511422407,0.0193101600933354,0.0117377203644215,0.29880607490323,0.731142432348761
89,5,3,9,1,0.193633707020059,0.238632564356853,0.251321266354263,0.387058105943422,0.541675622263235,0.85616834736017,0.920740678825198,0.19729910082696,0.395091353420867,0.18249212303924,0.0163641581211023,0.127528367430042,0.421814317841995,0.99543704956763,0.999455125946341,0.821485062687588,0.0929928305060976,0.0307644531977829,0.0583944408401308
693,2,7,7,5,0.186731414245535,0.919578254053718,0.947521205650938,0.42671664445966,0.778984343648506,0.00867238071386237,0.0254132419515606,0.572388751577958,0.60803035284651,0.53103509037448,0.412704996752506,0.11277892972026,0.813522859407358,0.667604800619395,0.918511958419699,0.473952838012041,0.233076855950132,0.304545515400823,0.719187154323704
213,9,10,4,2,0.320088010275806,0.596028916960349,0.955155154353144,0.203194233536953,0.379410112362066,0.364657001630892,0.805250257461438,0.532480874600029,0.331527620674483,0.145854040453853,0.0872743905327387,0.159844363074237,0.673563528327767,0.0208025556271663,0.828477711858524,0.640481780984928,0.491023886089438,0.209953384065651,0.25609124419632
310,4,7,10,2,0.781114577085245,0.891521459849249,0.913752881312967,0.440262155886111,0.500533315283959,0.194370943303546,0.200609708877967,0.148056065140339,0.864275582025619,0.0261129445815948,0.443024490777039,0.81114941284128,0.838505307368218,0.569882813746645,0.663223538057242,0.480925573433214,0.290399250681046,0.0740884958166163,0.943248760567323
946,7,3,6,3,0.197981888539996,0.221144385420112,0.301966462055305,0.883734373921645,0.977315911691797,0.087185550754983,0.483940764442394,0.920465477178968,0.96886466019128,0.889466042581536,0.251230731390459,0.462660428009974,0.595937267364665,0.174911659546383,0.998203951649857,0.697076812211145,0.477515880465439,0.0842345966935391,0.197218255075141
297,8,5,6,1,0.318529181325971,0.993436593645206,0.994021438707962,0.351222642950038,0.455601465995415,0.46709609657526,0.498567171517318,0.00621711665580515,0.758831787205883,0.0030943036875814,0.452682750492453,0.53592941247907,0.838404667922979,0.636569053545967,0.826465345818884,0.502318962218473,0.13578315935185,0.20918170921444,0.533471608066116
363,9,5,3,1,0.297163424908347,0.423340988981817,0.470413471831827,0.0315524200917222,0.844287453845355,0.0951889152624877,0.455239194562466,0.749518185652816,0.670490112222871,0.433670391204739,0.54724556285608,0.966967519603507,0.99021746155569,0.578809868527693,0.919452315268636,0.924254517773073,0.280340793291431,0.816526952028647,0.943294680597431
183,4,4,5,4,0.207761465277127,0.15497675181611,0.270062467434785,0.188558534951298,0.266953040990575,0.22956489687888,0.351889292566849,0.780953159570391,0.740386402175995,0.432845113951585,0.58292217904519,0.117579141626484,0.644547000859254,0.731625746855885,0.782772626644945,0.608473650217568,0.580248424112706,0.0361836088415934,0.733188245429271
398,7,4,9,5,0.689790295789321,0.941359377548448,0.959555480474522,0.710238281039055,0.714507104523552,0.477190661529778,0.75062473781655,0.00456324712152127,0.799723435769975,0.0019538475228571,0.437611251024543,0.452988896193937,0.47218176385309,0.170673553535505,0.551145271358191,0.448098450821452,0.10116737191788,0.955530430563306,0.960562619940876
308,5,4,5,4,0.64652940226018,0.730410067628953,0.781974666539337,0.684941483200854,0.745560550768821,0.514265228339541,0.864526953297771,0.561306649007718,0.443282888781116,0.351100765108899,0.354841805386168,0.0687252887406619,0.409023328566383,0.00205952900296543,0.716404793726387,0.466358193594334,0.356973502241738,0.386838529881765,0.996161011648678
928,10,6,3,5,0.656757156034093,0.729749135031737,0.988736679050034,0.0604428046858404,0.770025418355011,0.313443475959194,0.747100564343525,0.565172534298757,0.119149237501831,0.026746857874925,0.0878620471545889,0.123586340471916,0.270336969678053,0.670500215560268,0.718489993419696,0.965144010845688,0.721761277521539,0.504893491898291,0.53442302049653
562,3,7,8,3,0.765563954550168,0.440549218057119,0.902145471532589,0.570359017422842,0.57237851227544,0.329157220989675,0.904364257145579,0.156047134915576,0.976053151236521,0.0301157458825686,0.893967474400822,0.759684521197225,0.761563230294914,0.540414208189864,0.978071741055436,0.663812789506442,0.187292861405041,0.27440900535963,0.98131920708821
52,3,5,9,2,0.0811440347872442,0.0212825430960162,0.377489983638812,0.246958358867909,0.699390605678089,0.692012136297976,0.964312374549945,0.822426158075384,0.773533027423313,0.810873936713027,0.2385938796124,0.915553292622603,0.970128005009117,0.0854882246748079,0.413153634433667,0.520616871673311,0.319136355002882,0.70584011165828,0.773544941223633
714,4,5,5,2,0.091952999014128,0.228736295256368,0.88855813689895,0.44019889083046,0.4764686208978,0.264934028184367,0.842016821368607,0.130335928613599,0.278532261305978,0.0258569698505731,0.158941654679766,0.643976112490031,0.836324416597952,0.620969480123441,0.946900851350282,0.932258994571492,0.0637284300281349,0.571048079193174,0.945261525058575
439,6,9,7,2,0.556044344576215,0.083029991161474,0.58229143438127,0.121804922161158,0.256514740814412,0.856736759723048,0.994063694296697,0.498839113009046,0.904280699985893,0.397322274466576,0.555375139048857,0.190236527333641,0.813401013070672,0.992807968927128,0.996715264322568,0.900915946629294,0.141028720216091,0.740736479738494,0.794067060857991
554,5,4,6,4,0.141333081669337,0.444470823692158,0.860192064285148,0.364916770373378,0.804653240864461,0.362176395534677,0.802626418765778,0.854334239616152,0.974167793308571,0.736742883391967,0.80140067721661,0.707581457961374,0.713269176122373,0.61607618352063,0.972744612558769,0.514616314626764,0.375970713409041,0.76903691431107,0.817037076599747
782,3,2,6,3,0.164392065525358,0.396410379346646,0.646887436848163,0.525109780240548,0.672251827452273,0.386132907306729,0.532492070656202,0.168186377757299,0.499872248473926,0.11146866377362,0.354789229040282,0.290433242118219,0.658688126583326,0.120066867268854,0.415925973575374,0.640372005558643,0.149426710233197,0.484882139883749,0.529160857283319
260,7,4,3,4,0.201528688127012,0.51201112045031,0.53811812763605,0.81654005928468,0.968274241484004,0.544123897030787,0.926437940551766,0.0803132317221025,0.833139109736797,0.015913676614461,0.163480066190877,0.578969860625942,0.760024915930709,0.726337624390027,0.953371971596464,0.497070995038981,0.184355410333602,0.668169244562881,0.966662897852545
557,6,3,9,4,0.959917973718792,0.23309785180199,0.89880001459546,0.773776928253961,0.876596103465278,0.459069082040596,0.534671808341187,0.893555458112247,0.22853287793512,0.749750118268466,0.138320038017908,0.631383821681887,0.78729925999646,0.437894910896919,0.833414546715498,0.521900947775599,0.190022986358631,0.539902556558838,0.548295504580089
291,8,10,9,5,0.199446109684743,0.464291812982247,0.480296269845224,0.132055112968339,0.363290971450441,0.936849878203939,0.937815095687227,0.436853625670983,0.473392497222032,0.0159382365380244,0.203812936388197,0.791279207741795,0.938147871290518,0.548467334631761,0.996427492451494,0.40509417405515,0.235094462613067,0.331554878338357,0.575732068358117
825,5,2,8,4,0.262154546549311,0.636349558937107,0.861096863964029,0.921682828201307,0.977895605832537,0.772891828183457,0.912740916855975,0.715411972663947,0.559944799576909,0.253635374419125,0.552266642827562,0.594195642572921,0.909859619262445,0.220989150199131,0.343861700345113,0.288959075661749,0.00285406066660661,0.972389082287066,0.982831606626388
974,6,5,9,4,0.184711295875628,0.44295050868555,0.776330333979402,0.769435310206097,0.794691173293545,0.0173102582227206,0.0784319152373106,0.718785085921572,0.564832014445565,0.460303698658247,0.472338967335322,0.604898491564184,0.941741813065195,0.957956461669691,0.959149640368464,0.0383111920164665,0.00883163757669711,0.117303377661435,0.170813277114299
394,5,8,4,2,0.630957942648185,0.756695293964539,0.920980429582778,0.141991714486945,0.710689383337964,0.122843905621325,0.454586583397821,0.380049022279936,0.125216767502343,0.0290941593903277,0.00108625018000866,0.194390796706057,0.206249849733333,0.660406820035865,0.801709198760431,0.775019117734139,0.528988185899421,0.400193516632682,0.825939630945872
765,5,10,2,1,0.141475331314141,0.826087463070708,0.897468778117859,0.911701447014883,0.930465704135582,0.902551039020554,0.972855677849972,0.833580089688115,0.128978085351479,0.567755997217426,0.0168390655573595,0.239022910060291,0.337309633260899,0.0621542855960317,0.573476857619073,0.798873949848209,0.262284624223822,0.305993229650217,0.950866980131963
622,6,3,7,4,0.885914054732583,0.0741011103928555,0.144518562724365,0.0793265432279557,0.424912740799418,0.97539300559808,0.994455529959571,0.733030711621419,0.94593035047967,0.493420095039377,0.308234897378148,0.581435659855325,0.876807404905364,0.28830217194974,0.765069579161725,0.126449560872465,0.0618042329743331,0.531910076328227,0.561391612975908
430,10,8,4,4,0.551095189138595,0.696383843686222,0.835114472204321,0.0774855467840098,0.73049119536747,0.545135154506611,0.567278307279479,0.745611476726085,0.407811650517606,0.578041235594994,0.327711513946956,0.467978335784609,0.560263562961708,0.838805394863454,0.880048664315052,0.319795318553294,0.146135645856534,0.675544087535236,0.990623113851871
84,6,5,5,3,0.163786292535183,0.749839522959292,0.772770766032325,0.954165146227879,0.96285146097052,0.65614642110148,0.827105156928093,0.296382191214268,0.369982411932433,0.210424271585477,0.0225945412430412,0.404557968147751,0.699912543997124,0.124603778866655,0.238520160743486,0.714834856009087,0.0603365038469272,0.473943711281894,0.58098183459543
520,10,4,7,4,0.343040691706259,0.534879983492405,0.702994703907561,0.644708521945472,0.867656079601053,0.177499142526137,0.344984589144657,0.159012975994963,0.00316001126999035,0.0367452788594813,0.00168996850895843,0.661747606666316,0.684454046255402,0.62323802591993,0.918604080224975,0.26663768686573,0.0116562466435879,0.0024619071013527,0.415091683631247
314,2,10,9,5,0.647139351725671,0.90450929254035,0.977128886879244,0.395813042526715,0.73493071392445,0.331242294398532,0.474949801913324,0.624639993686718,0.171599797317339,0.134761045676043,0.0071673624971399,0.31641387688322,0.469251800468691,0.147228295990173,0.926137903965504,0.571311142375344,0.136437029287791,0.917770192704257,0.988194884115317
916,9,4,7,5,0.697388128206856,0.459839980225428,0.881718137264241,0.369438012602925,0.518992215433165,0.283995492337295,0.354551715970402,0.329309387448011,0.672531717377994,0.0802879925084053,0.388909090829097,0.835657073368831,0.987274986648861,0.397830585439876,0.437046646673706,0.751893202140881,0.508978339202308,0.246818191395071,0.809853644186322
688,3,4,9,3,0.194955505227484,0.401396772468835,0.462026329515527,0.736980982659268,0.938906508565365,0.718085789107764,0.778449883436421,0.314657061479706,0.628821260021953,0.29241764192885,0.365398588766797,0.125953370222822,0.403739199809944,0.575456289795227,0.760449428516558,0.000468614177173004,0.000180200279962925,0.0502453150392277,0.129883498634478
997,8,4,8,3,0.555404279835918,0.357382261392684,0.419755020407138,0.313837221432338,0.847715069733978,0.536899145252351,0.773573378635154,0.520796373687172,0.782086098780041,0.162425091699929,0.125064806639711,0.0684391308633611,0.667876204141844,0.11063508687485,0.638519224758475,0.747897951387777,0.730609326431383,0.450559903996647,0.453061589010629
130,7,4,3,1,0.259119519006298,0.577470300758258,0.852369992491297,0.951613649652177,0.965477564448064,0.530530558160041,0.638840101546034,0.539117208188842,0.636742286765249,0.101943079748616,0.0987780973362282,0.969367365496722,0.997136899400167,0.825696637376002,0.985063651933576,0.350152743085567,0.169910731527051,0.530263817385049,0.979719426436668
783,5,6,4,4,0.35974129568683,0.949091636234778,0.967972189527341,0.815506277701887,0.848915250707875,0.265316241208417,0.660489332135469,0.208127840579022,0.269389339877828,0.191640324852541,0.0155462012836376,0.326910611615703,0.400130986844676,0.503833099129773,0.670529511757617,0.927010093920748,0.384559872439458,0.0613708685669582,0.703341874215652
352,2,2,6,1,0.0993512986856047,0.0622396308113588,0.207490401619863,0.10564623804763,0.572774377434645,0.981880948427529,0.98214443672364,0.0639539556424832,0.645186874894099,0.057868787669235,0.639879953085935,0.869802007531584,0.994203021996325,0.687828280020319,0.815245214492941,0.410356158332946,0.0622738621720109,0.0791948521234561,0.346761218840684
384,8,3,4,2,0.726726942126174,0.342168055121554,0.685602689694375,0.52307656140374,0.906732887047592,0.0130934096883051,0.448020822099613,0.845774804567476,0.0594529488884611,0.076075422139947,0.0479967650425294,0.466890887225093,0.915836474182853,0.542547595596453,0.889486623596589,0.540716072128876,0.18094356391859,0.603787181069236,0.660018347823767
474,6,3,7,2,0.588953537742654,0.833637248928007,0.847658220266989,0.357986742954073,0.507679175154038,0.709877240599319,0.987751514638054,0.738394566853601,0.951120119263046,0.424446422008921,0.431798746138345,0.432869733270188,0.900041870617907,0.0622214203855954,0.432584525746712,0.925860555782495,0.75291443284102,0.911541749706678,0.949316331582968
35,7,9,4,4,0.860487296121893,0.58883341940837,0.759047316668871,0.0830823434405494,0.324744484376475,0.301212736551766,0.420074740755742,0.507624907620205,0.404479371086624,0.282886985038851,0.378486758575348,0.733895972882537,0.786930558202954,0.319743818064686,0.993357953794292,0.947463927770103,0.602312789492934,0.72401095068499,0.951768857440906
856,10,10,9,4,0.355846417445969,0.645198483252432,0.765049103096464,0.846519801869639,0.96328235770251,0.847312439882755,0.884995088270083,0.932866994118737,0.177150909944437,0.0847581947276432,0.17111193461558,0.851469038879313,0.940783292857395,0.847338493595947,0.947109476278459,0.945472299346607,0.783039175496443,0.652405200995738,0.733596515989075
79,9,9,7,5,0.775975030062068,0.962122319162963,0.988351792415896,0.735296398504334,0.750019471753447,0.129866428316059,0.728382292439697,0.698829746269318,0.700817663358408,0.16529230811599,0.638190989349946,0.115261027578125,0.398562170003195,0.637407601351757,0.836322448370727,0.111029838431021,0.0700548823678942,0.482118676556926,0.639079641805111
669,5,5,6,5,0.203624135628995,0.110468906612834,0.58135735511778,0.88551478503244,0.961733318369579,0.915805829927954,0.9856756792198,0.0424026698591653,0.545134714691504,0.0176168001884441,0.484642927721477,0.252713240474719,0.667732184238525,0.176714343458042,0.278638234851341,0.0329778511818731,0.00790586048345755,0.53631567333471,0.656775740559645
607,5,6,7,5,0.452028758402774,0.0273121167715872,0.984498865139999,0.78214471084075,0.849588748445934,0.429142563088657,0.545290974296594,0.297694970006193,0.531408175697713,0.129912893594481,0.402551473326778,0.531428258466255,0.951235100546883,0.356125821260992,0.908937751687605,0.341172533045337,0.0557847588913449,0.872767184165493,0.966768359463956
47,9,6,6,3,0.279196490436629,0.608355136002204,0.783684657011657,0.17862133515866,0.684662112725554,0.531987040374032,0.838352341636467,0.38064971541774,0.189147615287313,0.168549674807607,0.130242384427277,0.205247586765396,0.640525716815482,0.313685803420073,0.528182401682924,0.993664156690077,0.894987932541364,0.82030964579077,0.904577934085645
580,4,8,5,2,0.0597951397704193,0.269545616287808,0.801725531420529,0.761243081568065,0.987871588134041,0.652860024459241,0.893183459050444,0.0272993762836559,0.854826163936313,0.0111206224948916,0.571753481917568,0.44432048908018,0.994018133333715,0.475013219450577,0.564812945198856,0.881906353474408,0.201362102472454,0.84840490500622,0.935906296999119
741,10,8,3,3,0.31683467314092,0.912891385533428,0.927066671119079,0.242918482270022,0.795575435333602,0.271509764562361,0.997952554014673,0.164706798530975,0.689216135756602,0.137345721947114,0.068231208895279,0.560354833420017,0.840264507860576,0.134212288227468,0.391112881644213,0.295635143772117,0.110954447782246,0.739951960339234,0.783637232485755
274,10,5,4,2,0.462859205848561,0.103228969598305,0.12855626303135,0.732051789600216,0.877918359963835,0.718973466454633,0.833074470108461,0.973303544308664,0.263729231780511,0.805362269205707,0.0444693703642382,0.0804821556896903,0.566954426535314,0.308852745361533,0.728200897189785,0.991994129454461,0.00239797658413748,0.0136206525887363,0.107648620064466
698,4,9,6,5,0.225153233887744,0.574578547869367,0.853312528428342,0.770578605251084,0.837950829040804,0.0959257108507678,0.225061220511905,0.102473536645691,0.134364729269617,0.00385097146249928,0.0519091227407957,0.161487554402207,0.680464949601921,0.151598278917163,0.917994040208678,0.982639613409946,0.540099941739987,0.52979649802458,0.998248437236218
545,4,10,7,2,0.994564090930298,0.131303511628043,0.769698954479872,0.291720426862151,0.802353585481747,0.391657689212938,0.795286640004083,0.725917387744482,0.921716745437612,0.0501599488138206,0.639045627174729,0.782758565612999,0.916932318903907,0.0864887511552544,0.912058530996631,0.257410023390921,0.188300137211658,0.586283258792665,0.619158531944204
490,8,7,5,5,0.294677732658293,0.944511851405445,0.981678934377765,0.532592502955627,0.883002140375494,0.12681412660412,0.853138794133392,0.349962448018952,0.341706006797426,0.30511578243324,0.282035301199038,0.17577446100316,0.826948673997592,0.00150529093563091,0.429802655708832,0.0174496419318253,0.0119642363062871,0.531645236390294,0.934064447360249
113,9,9,5,3,0.571898779110936,0.393055648228014,0.595585660248187,0.666684540367033,0.681258757618718,0.112849127257848,0.437199833253407,0.801553446895257,0.0717871181099676,0.250199111819131,0.0469151438038297,0.506861559849046,0.996648483019397,0.601519279006543,0.76228190998698,0.827690719040926,0.611734427124535,0.75176128091733,0.8231662194301
6,3,4,6,4,0.826395522062061,0.0797530193201499,0.68306052299263,0.204943344873656,0.436610094223959,0.861981851118081,0.948773829654705,0.601852209045785,0.204250471996376,0.388773852097842,0.0373055890358537,0.0901748142880853,0.923187094080814,0.443688938277774,0.929179656047524,0.465306746424502,0.367212576407263,0.768745516423346,0.771815530477355
696,9,6,8,3,0.967744145584363,0.868767631142004,0.911698208602598,0.216926779112709,0.265827433734963,0.270589442396513,0.439761041531702,0.434796762219467,0.273368840161152,0.316129454599812,0.060234554804595,0.290374708793568,0.910004015005142,0.0113935903287027,0.434140948538516,0.627581206173333,0.232291949438958,0.857289818257,0.871908150110523
955,9,2,8,2,0.483036066524056,0.979862581366813,0.982502134086598,0.88631253751656,0.920950622239024,0.036907217678125,0.503698898144558,0.842260304262117,0.47577151671059,0.837163032302473,0.308392092538599,0.393192334146029,0.883603285729112,0.512581698081619,0.931883656645839,0.929621825136011,0.643604284999788,0.533317240775307,0.629174977135342
450,3,5,6,3,0.916094162409101,0.973279573403648,0.98866812551879,0.865660208648327,0.888639099330347,0.250749409007886,0.947514017095599,0.652463192033698,0.677906461311271,0.340495082308079,0.316614807225351,0.268382269607857,0.744802734410391,0.865263068412058,0.885038573423216,0.793581761102541,0.53418892268949,0.999713771592407,0.999962657042949
257,7,10,10,4,0.471358962755813,0.201171649874933,0.661192662176416,0.256894382521394,0.385569397206701,0.471449789040978,0.623191188421782,0.625978304251283,0.336454133568821,0.489390153572973,0.197593082498409,0.457983018143289,0.699441440540087,0.0526613000285346,0.72313704950213,0.647765315322042,0.151342227551851,0.396689580922923,0.723359415831211
459,2,3,6,5,0.136392068849131,0.845570158866048,0.99473879884085,0.234085541458614,0.727647070113775,0.460978955761972,0.489988310155917,0.213144848853233,0.0771125248722732,0.00756252246036836,0.0612643529960612,0.897940967853856,0.966884247480246,0.499195682865661,0.600350024697079,0.525647896927502,0.123813107966701,0.900112005847087,0.974571067699576
816,7,10,8,4,0.964187547665485,0.473454186009872,0.661113926398738,0.351446930231201,0.79448910959261,0.63806476724844,0.675789077795714,0.384693486598064,0.455049639170524,0.212040696759355,0.302155063144336,0.812782717049238,0.92469913103151,0.457770472101169,0.62486653256327,0.26758860908607,0.250488994789944,0.849080379775516,0.941006287952781
680,4,8,3,4,0.418495608201227,0.637941978637665,0.971289526027907,0.236631120569073,0.707197262261133,0.943547508262214,0.963787140334552,0.246273507979442,0.486475475578266,0.200149178441274,0.365587558114627,0.325633423777623,0.592162784961542,0.501714534577681,0.586247480172777,0.78410098339899,0.718817924722544,0.251159573860397,0.629536008215666
630,5,7,9,2,0.0994004371427232,0.56430747202693,0.716833448994241,0.318448380873213,0.859159661367472,0.499843746950221,0.648911783998593,0.276378807582124,0.779329295733711,0.021539191115673,0.61726293233462,0.3296097743992,0.474150947502469,0.785640627452824,0.827227596394773,0.611183434184384,0.32848438765019,0.146205920396047,0.826918635641963
